gene,chromosome,start_position,end_position
CSRP2,12,76858703,76879638
GNA12,7,2721822,2870786
RPA1,17,1829702,1900082
PHOSPHO1,17,49223366,49230787
NNT,5,43602660,43707405
CXorf49B,X,71763349,71767204
KRT15,17,41513745,41522529
TVP23B,17,18781111,18806715
KCNT2,1,196225779,196609225
PRDM9,5,23443586,23528093
OR2T11,1,248623557,248635091
DHDH,19,48933699,48944969
CUL5,11,108008898,108107781
TBC1D23,3,100260780,100325251
ZBTB7A,19,4043303,4067636
BRAP,12,111642146,111685991
GJB7,6,87282980,87329278
C12orf71,12,27081057,27082578
NADK,1,1751232,1780544
RCSD1,1,167629660,167708706
RGPD8,2,112368369,112434488
NUMA1,11,72002860,72080693
PXYLP1,3,141228726,141367753
GNAI2,3,50226292,50259362
BPI,20,38260141,38337505
CHRNB3,8,42697366,42737407
MEI4,6,77650274,77927045
USP12,13,27066150,27171885
LNPEP,5,96935394,97037513
C8orf48,8,13566869,13568288
CXCL8,4,73740519,73747379
ZNF367,9,96385941,96418370
TJP3,19,3708356,3750813
ISL2,15,76336773,76342475
B4GALT6,18,31621911,31685836
MPZL2,11,118253416,118264536
ATP2B1,12,89588049,89709527
UGT3A2,5,36031828,36071358
PLAC8,4,83059493,83137075
TRIM48,11,55262155,55271114
ZNF106,15,42412823,42491141
FOXD4L5,9,65282101,65285209
STRC,15,43599563,43618800
ATP5F1E,20,59025475,59032358
YTHDF2,1,28736621,28769784
BCAT2,19,48795061,48811056
TRIM62,1,33145399,33182059
S100A12,1,153373711,153375621
CLDN34,X,9961424,9968352
CCHCR1,6,31142439,31158238
PROX1,1,213982711,214041510
CHCHD7,8,56211686,56218809
DTWD2,5,118836074,118988554
PIGZ,3,196946356,196969060
CCN4,8,133191039,133231690
ARHGAP11A-SCG5,15,32613860,32697095
DEFB112,6,50042099,50049929
TAS2R16,7,122994704,122995700
PPP1R21,2,48440598,48515391
VPS4B,18,63389190,63422483
CCR6,6,167111795,167139141
B3GNT5,3,183249324,183298504
CHEK1,11,125625163,125676255
GDPGP1,15,90233471,90245811
RBCK1,20,407498,432139
ZFP2,5,178895889,178933415
FLACC1,2,201288271,201357398
RNF10,12,120533480,120577588
ZBTB10,8,80485596,80526265
ZNF492,19,22634324,22667671
SPINK4,9,33218365,33248567
SLU7,5,160401641,160421711
RPS10-NUDT3,6,34284887,34426071
SGTA,19,2754711,2783390
ADCY3,2,24819169,24920299
RFFL,17,35005990,35089899
TBP,6,170554302,170572870
DYNC1LI2,16,66720893,66751836
ATG10,5,81971615,82276857
JOSD1,22,38685543,38701556
PA2G4,12,56104349,56116329
GOLGA8A,15,34378935,34437851
RLN3,19,14028148,14031551
CYFIP2,5,157266079,157395595
KRTAP25-1,21,30289145,30289514
EEF1B2,2,206159585,206162932
USP17L19,4,9253378,9254970
UBXN11,1,26281328,26318363
FGF10,5,44300247,44389977
STX2,12,130789600,130839265
RGPD3,2,106391290,106468413
EEF2,19,3976044,3985479
ADGRD1,12,130953055,131142466
LUC7L2,7,139340359,139425496
OR14I1,1,248678138,248702766
PKP2,12,32790745,32896798
TRPM3,9,70529060,71446977
EPHB1,3,134795260,135260467
USP17L13,4,9224896,9226488
VEZF1,17,57971547,57988389
LRSAM1,9,127451469,127503503
GLB1,3,32996609,33097202
MISP3,19,14072108,14075062
C19orf44,19,16496394,16521369
SYDE1,19,15107364,15114988
SLC34A3,9,137230757,137236555
KRTDAP,19,35487324,35495558
HES1,3,194136142,194138732
SIX1,14,60643421,60658259
CETN2,X,152826994,152830782
KRTAP13-2,21,30371390,30372271
COA8,14,103562960,103607523
RBM6,3,49940007,50100045
INO80,15,40978880,41116568
APOBEC1,12,7649400,7665908
EPS8L1,19,55072020,55090124
WBP11,12,14784582,14803500
SCARF2,22,20424584,20437944
DPP3,11,66479990,66510188
UQCC3,11,62670273,62673686
SRY,Y,2786855,2787682
CDKL5,X,18425583,18653629
OR2L2,1,248030070,248042305
ELOB,16,2771414,2777290
SGCA,17,50164214,50175935
ANKRD55,5,56099680,56233330
TMEM240,1,1534778,1540624
PTPRE,10,127906805,128085856
GAN,16,81314944,81390884
CD247,1,167425027,167518640
ZBED6,1,203795623,203854124
ARPP21,3,35638945,35794496
CDPF1,22,46244011,46250311
GJA5,1,147756199,147773362
GALNT12,9,98807613,98851266
TMEM8B,9,35814451,35865518
ADRM1,20,62302066,62308867
MFSD6,2,190408355,190509205
HLF,17,55264960,55325187
CGB8,19,49047638,49049125
CYP17A1,10,102830461,102837501
TMED10,14,75131443,75176652
FKBP1A,20,1368977,1393164
EIF3J,15,44537098,44563029
HYAL4,7,123828955,123877481
KIAA1671,22,24952711,25197448
SESN3,11,95165513,95232541
SLC9A4,2,102473226,102533972
FTL,19,48965275,48967896
DNAH1,3,52316319,52400492
UTP23,8,116766505,116849463
TAPBPL,12,6451690,6466517
IL36G,2,112973203,112985658
OR4C46,11,54603069,54603998
MRPL19,2,75646783,75690851
LENEP,1,154993586,154994315
FUCA2,6,143493961,143511842
PRRT1,6,32148323,32153083
TMEM225B,7,99597868,99611045
FGFBP2,4,15960245,15969309
B4GALNT3,12,459923,563509
DMPK,19,45769709,45782552
AMDHD2,16,2520340,2531422
WNK1,12,752536,911452
RRP1B,21,43659560,43696079
GDI1,X,154436600,154443467
ZNF705D,8,12089338,12115516
MRPS18A,6,43671202,43687800
TMEM127,2,96248500,96266047
ZBTB43,9,126804988,126838210
FCGRT,19,49506806,49526917
INTS13,12,26904250,26938331
SLC6A11,3,10816201,10940714
LPO,17,58218548,58268518
CACFD1,9,133459965,133470848
IL5,5,132541445,132556838
C1QBP,17,5432777,5448830
KCND1,X,48960982,48971866
BTAF1,10,91923770,92031437
SLX4IP,20,10435299,10636829
TMEM145,19,42313309,42325064
CD1C,1,158289923,158294774
SLITRK5,13,87671371,87696272
BAIAP2L1,7,98291648,98401115
DEDD,1,161120973,161133280
VRTN,14,74303069,74360011
EIF2AK4,15,39934115,40035736
SLC6A17,1,110150494,110202202
ARR3,X,70268305,70281840
SMG7,1,183471957,183598246
RHBDD1,2,226835581,226999215
CSMD2,1,33513998,34165842
RUVBL1,3,128064778,128153914
STARD5,15,81309053,81324183
OR52R1,11,4803433,4804380
COBL,7,51016211,51317187
C1QA,1,22635057,22639681
A4GALT,22,42691010,42721298
CBLL2,X,22272913,22274461
CEP135,4,55948819,56033361
DNAAF3,19,55158661,55166722
SLITRK3,3,165186325,165197109
ANO8,19,17323223,17334855
FGD5,3,14810518,14934571
CHAF1A,19,4402617,4445018
H1-3,6,26234212,26234987
RNF121,11,71929018,71997597
SYN1,X,47571901,47619858
ASCL2,11,2268498,2270588
KRTAP4-4,17,41159649,41160748
CLDND1,3,98497912,98523066
SERPING1,11,57597387,57619246
MGMT,10,129466679,129770983
DNMT3L,21,44246339,44262216
PIGY,4,88520998,88523776
AKR1A1,1,45550475,45570051
FGF20,8,16992181,17002345
CEP128,14,80476969,80959517
STS,X,7147237,7804358
HUS1B,6,655939,657100
SPDEF,6,34537796,34556333
TMEM207,3,190428655,190449901
LCA5L,21,39405135,39445805
ACHE,7,100889994,100897022
PXMP2,12,132687587,132705098
CCKAR,4,26481396,26490484
ENTHD1,22,39743044,39893864
TRIM15,6,30163194,30173160
ITGB6,2,160099664,160271888
SRPK3,X,153781001,153785768
USP17L2,8,12136435,12138849
FJX1,11,35618460,35620865
H2AC12,6,27147106,27147562
THAP6,4,75513946,75550473
UGT8,4,114598374,114678588
TMUB1,7,151081082,151083514
PDIK1L,1,26111157,26125555
MMP16,8,88032011,88328025
BBC3,19,47220822,47233019
ARPIN-AP3S2,15,89834308,89912882
FKBP6,7,73328161,73358637
WFDC6,20,45534196,45539482
MAGEB2,X,30215563,30220089
LRRC3,21,44455490,44462196
ZNF550,19,57535257,57559863
NXPE2,11,114678527,114707069
LIN28A,1,26410817,26429728
PCYOX1,2,70257386,70281185
MPHOSPH9,12,123152320,123244014
OR5B2,11,58421238,58428121
PNLIP,10,116545931,116567855
CREB3,9,35732296,35738886
GLYATL1,11,58905398,59043527
BMP8B,1,39757182,39788865
ZNF544,19,58228594,58277495
DOC2A,16,30005507,30023270
HDAC11,3,13479724,13506424
RNASEL,1,182573634,182589272
HHEX,10,92689903,92695647
LPAR6,13,48389567,48444704
CLIP2,7,74289407,74405943
RPS29,14,49570984,49599164
ZBTB48,1,6579994,6589280
MAGED2,X,54807599,54816015
INPP5B,1,37860696,37947077
KRT38,17,41436154,41440983
DAP3,1,155687833,155739014
GOLT1B,12,21501781,21518408
SCRT2,20,661596,675802
OPN1LW,X,154144243,154159032
NUDT6,4,122888697,122922968
MAGEB3,X,30230657,30237495
GUCA2B,1,42153410,42155820
EFL1,15,82130206,82262773
OR4L1,14,20060045,20060983
TIGD2,4,89111533,89114901
UTS2,1,7843083,7853512
GJD2,15,34751032,34754998
PNMA6A,X,153072454,153075019
BDKRB1,14,96256182,96268967
PDCD2L,19,34404399,34426168
FAM136A,2,70295976,70302067
OR56A5,11,5967553,5968494
BRDT,1,91949343,92014426
TCHH,1,152106317,152115444
GRXCR2,5,145858521,145937126
STYXL1,7,75996315,76048809
SERF1A,5,70900669,70918530
C22orf15,22,23762990,23765863
ACAT1,11,108116695,108148957
GPR17,2,127645864,127656181
GOLGA8G,15,28519611,28533014
ACSM1,16,20623233,20698890
BEST1,11,61950063,61965515
OPN1SW,7,128772485,128775794
NKX1-1,4,1402932,1406442
CPLANE1,5,37106228,37249400
NAA50,3,113716458,113746786
PSMA3,14,58244740,58272012
CDCA4,14,105008533,105025018
NRARP,9,137299631,137302271
BLOC1S5,6,8013566,8064414
SLC10A1,14,69775358,69797285
REN,1,204154815,204190324
MUCL1,12,54830518,54896008
NIFK,2,121726945,121736912
KLRB1,12,9594551,9607916
UCP2,11,73974061,73983542
MYH13,17,10300865,10373130
INSL4,9,5231419,5235304
OR8B4,11,124423942,124424871
FAM217A,6,4049434,4087344
LRP1B,2,140231423,142131016
ARPC2,2,218216630,218254356
SMIM21,18,75409476,75427703
CHURC1,14,64914361,64944591
RPEL1,10,103245887,103248016
GOLGA8F,15,28378621,28392021
HTR3A,11,113975075,113990313
ZNF395,8,28345590,28402701
SFMBT2,10,7158624,7411488
CYC1,8,144095039,144097525
OBP2B,9,133205277,133209250
BLOC1S3,19,45178745,45216933
OR10R2,1,158472220,158480936
SETD5,3,9397609,9479240
OSCAR,19,54094668,54102692
PDP1,8,93857788,93926068
TMEM35A,X,101078879,101096367
PEX10,1,2403964,2413797
PITPNA,17,1517718,1562792
GJA8,1,147902795,147909269
DMXL2,15,51447711,51622981
SERPINE1,7,101122158,101139263
ZNF208,19,21932958,22010949
LHFPL4,3,9498361,9553823
HMOX1,22,35380361,35394214
CAPS,19,5912339,5916211
YWHAE,17,1344275,1400255
CLEC10A,17,7074537,7081166
HMGB2,4,173331376,173334456
BRCA2,13,32315086,32400268
OR2L8,1,247948858,247949796
TM4SF1,3,149369022,149377692
CHRNA7,15,31923438,32173018
CITED1,X,72301638,72309652
MFAP3,5,154038959,154220478
ZMAT4,8,40530590,40897833
ZNF211,19,57630395,57644044
ESPN,1,6424776,6461367
NDUFS7,19,1383527,1395590
CCL3,17,36088256,36090169
ZNF774,15,90352284,90369146
SPRYD4,12,56468578,56479708
BTN3A1,6,26402237,26415216
ELOVL5,6,53260285,53349179
PRKCB,16,23835959,24220611
C1orf226,1,162378841,162386812
GPR182,12,56994492,56998889
GPR39,2,132416805,132646582
FADS6,17,74877295,74893781
HOXD10,2,176108790,176119937
ICAM4,19,10286955,10288522
ST13,22,40824535,40856690
WNT9B,17,46833201,46886730
TAS2R43,12,11091287,11092313
KCNE1,21,34446688,34512214
LUZP2,11,24496970,25082638
MAGI1,3,65353525,66038918
HRH1,3,11137093,11263557
MIIP,1,12019466,12032046
ZNF791,19,12610918,12633840
PPIAL4A,1,120889771,120890530
ACTR6,12,100199122,100241865
BCL7B,7,73536355,73557699
ELK1,X,47631621,47650604
KAT6B,10,74824912,75032631
GADD45B,19,2476122,2478805
VAV3,1,107571161,107965180
RIF1,2,151409883,151508013
PIGT,20,45416084,45456934
SH3BP5,3,15254353,15341368
OR5D13,11,55773438,55774382
BTBD17,17,74356416,74361868
DTYMK,2,241675742,241686944
RNF187,1,228487382,228499899
TP53INP1,8,94925972,94949395
CES3,16,66961245,66975149
GGNBP2,17,36544888,36589848
ZNF830,17,34961540,34963777
PHACTR4,1,28369563,28500364
GH2,17,63880215,63881944
CEP70,3,138494339,138594538
RBBP4,1,32651142,32686211
GLS,2,190880821,190965552
ZNF500,16,4748239,4767624
C2orf92,2,97664217,97703066
GRIN2D,19,48393668,48444931
MROH6,8,143566192,143572772
SAP30,4,173369969,173377532
PTCHD3,10,27397121,27414368
APAF1,12,98645149,98735433
DNAJC16,1,15526813,15592379
CDADC1,13,49247917,49293485
TMEM38A,19,16661129,16690023
UNC13B,9,35161829,35405339
P4HA3,11,74235801,74311685
XAGE1B,X,52512077,52520803
KLHL35,11,75422394,75433203
UNC5C,4,95162504,95549206
STAT5B,17,42199176,42288633
GLT6D1,9,135623648,135641216
PTDSS1,8,96261902,96336995
TPST2,22,26521996,26596717
KRCC1,2,88027203,88064252
CHRNA6,8,42752620,42796392
CTNND2,5,10971836,11904446
CCDC141,2,178829757,179051697
LRRC52,1,165544000,165563957
C1QTNF3,5,34017858,34043228
CPEB1,15,82543201,82648861
MOCS2,5,53095679,53113016
ZFP41,8,143246821,143262705
TMEM209,7,130164713,130207770
DOK5,20,54475593,54651171
NBPF8,1,120415035,120469676
HMGXB3,5,150000046,150053142
MLC1,22,50059391,50085969
ARRDC2,19,18001126,18014102
LRCH3,3,197791226,197888436
FBXL20,17,39252663,39402523
NUTF2,16,67846867,67872569
MYEF2,15,48134632,48178353
VARS2,6,30914205,30926484
GRHL3,1,24199558,24364482
CHST13,3,126524155,126543291
FNDC7,1,108712907,108746052
CDK3,17,76000644,76005999
SRRM5,19,43596617,43614498
TMX4,20,7977346,8019813
NOP14,4,2937933,2963406
RBBP7,X,16839283,16870372
OR52N5,11,5776165,5783355
LINC01638,22,27159861,27225134
OR52W1,11,6199224,6200186
CASZ1,1,10636604,10796650
AP1M2,19,10572670,10587315
INHBA,7,41667168,41705834
TPPP,5,659862,693997
H2AB2,X,155380709,155381299
SMYD1,2,88067773,88113384
RASGRP2,11,64726905,64745456
SMG6,17,2059839,2303785
CLGN,4,140387952,140427661
RAPGEF3,12,47734363,47771040
KRTAP24-1,21,30281309,30282950
CARMIL1,6,25279078,25620537
ZBTB11,3,101648889,101677135
CNTFR,9,34551423,34593478
GIMAP1-GIMAP5,7,150716668,150743646
ZNF671,19,57719751,57727624
NUDT12,5,103548855,103562806
CFAP299,4,80335730,80963750
PDHA1,X,19343893,19361718
PARP15,3,122577602,122639047
TMCC2,1,205227912,205285632
ACIN1,14,23058561,23095614
LARGE1,22,33162226,33922885
MAGEB16,X,35798342,35803772
GANC,15,42273201,42353666
GAPT,5,58491435,58497090
PROB1,5,139390592,139395104
TMEM68,8,55696424,55773407
ANKRD34B,5,80556755,80570479
TMEM270,7,73861159,73865890
CAVIN4,9,100578033,100588402
CHODL,21,17901263,18267373
ARHGEF37,5,149551947,149634968
RADX,X,106611930,106679439
SNRNP25,16,53828,57669
PLK3,1,44800346,44805995
DFFA,1,10456522,10472549
C11orf98,11,62662817,62665210
PCLAF,15,64364304,64387687
TAS2R30,12,11132958,11134644
RARS2,6,87513459,87590028
CFAP206,6,87407972,87464645
DDX52,17,37609739,37643446
RETNLB,3,108743424,108757410
DIAPH1,5,141515016,141619055
GPR19,12,12660047,12696705
RASEF,9,82979590,83063255
RERE,1,8352397,8848921
C1orf198,1,230837119,230869589
NUDT21,16,56429133,56452199
ANKRD53,2,70978380,70985499
MARCO,2,118942172,118994664
TKT,3,53224712,53256052
PTPRO,12,15322257,15602175
PTH,11,13492054,13496181
CEP55,10,93496579,93529094
FOXO3,6,108559652,108684774
FGF14,13,101710804,102402457
TNNT2,1,201359002,201379773
TNFRSF10A,8,23190452,23225121
PJVK,2,178451346,178462102
IQSEC2,X,53225828,53321350
MRPL51,12,6491886,6493846
OR4N2,14,19719015,19830253
SNRPD2,19,45687460,45692569
CDKN1C,11,2883213,2885775
ZNF316,7,6637298,6658279
NDUFA7,19,8308768,8321382
KRT78,12,52837804,52849092
ATG2B,14,96279195,96363341
IRAK3,12,66188995,66254622
ZNF618,9,113876052,114056593
PLD1,3,171600404,171810950
CYP3A7,7,99705036,99735196
LRP6,12,12116025,12267185
TMCO2,1,40245947,40251684
SOCS5,2,46698423,46780245
PROKR1,2,68643579,68658251
BBS5,2,169479480,169506655
CNBD2,20,35954564,36030700
NOMO1,16,14833721,14896157
FOLR3,11,72114869,72141085
CXCR1,2,218162841,218166962
NSMCE3,15,29264989,29269822
CCDC166,8,143706694,143708109
KALRN,3,124033369,124726325
MFAP4,17,19383442,19387197
SMG8,17,59209400,59215248
RASSF8,12,25958068,26079892
OTOA,16,21663968,21761935
CNGA2,X,151734746,151745564
GLP2R,17,9822206,9892099
EXD3,9,137306894,137423260
PAX9,14,36657568,36679362
DCP1A,3,53283429,53347683
CCDC68,18,54901504,54959519
KCNT1,9,135702185,135795508
LSM11,5,157743712,157760709
ADAM33,20,3667962,3682246
TMEM119,12,108589851,108598320
MSL1,17,40121971,40136917
SH3GLB2,9,129007036,129028369
MYL2,12,110909996,111052434
LRRC36,16,67326798,67385204
IRX1,5,3595832,3601403
RABL2A,2,113627215,113643407
MFSD2A,1,39955112,39969968
RNF183,9,113297093,113303376
CDKL4,2,39168045,39243983
ZC3H8,2,112211529,112255151
FOXS1,20,31844303,31845604
TRAF3IP2,6,111555381,111606910
RET,10,43077026,43130351
SCO2,22,50523564,50526461
PIK3C3,18,41955207,42087830
PACSIN3,11,47177520,47187487
SCD5,4,82629539,82798796
AXDND1,1,179365720,179554735
ZNF747,16,30530367,30535347
THAP4,2,241584405,241637191
B3GALT5,21,39556442,39673137
GDPD2,X,70423031,70433710
RNPS1,16,2253116,2268397
GALNT4,12,89519412,89524796
CXCL16,17,4733533,4739934
POLL,10,101576051,101588270
DPPA5,6,73353063,73354276
XKR3,22,16783412,16825411
CEBPD,8,47736913,47738164
PIGW,17,36534987,36539310
FBLN1,22,45502238,45601981
TAPT1,4,16160505,16227410
PYGO1,15,55538884,55588947
TSSK2,22,19131308,19132622
GRIPAP1,X,48973719,49002265
DENND6B,22,50309030,50327521
SMIM31,4,164754064,164803795
MTMR14,3,9649433,9702393
CDHR5,11,616405,626078
SLC24A5,15,48120990,48142672
NOL4,18,33851100,34224952
ABTB1,3,127672906,127680926
LGALS1,22,37675636,37679805
PLEKHA5,12,19129524,19376403
RAB3GAP2,1,220148293,220272529
FAM167A,8,11421463,11475908
ASNSD1,2,189661385,189670831
XDH,2,31334320,31414747
POLG2,17,64477781,64497071
NINJ1,9,93121496,93134310
FRS2,12,69470349,69579793
OARD1,6,41033627,41097787
RGL4,22,23688136,23699176
ADRA1D,20,4220630,4249287
ZNF662,3,42905941,42919334
SLAMF6,1,160485030,160523273
CASC3,17,40140278,40177001
POMGNT2,3,43079229,43106085
COG4,16,70480568,70523560
P2RY4,X,70258166,70260204
TMEM222,1,27322139,27336401
EQTN,9,27284654,27297150
ANGEL1,14,76781733,76826246
THSD7B,2,136765545,137677718
NPAP1L,16,60358455,60359480
RPGR,X,38269163,38327544
PCDHGA6,5,141373891,141512975
ALOXE3,17,8095900,8119047
REG3G,2,79025686,79028505
LRRC28,15,99250937,99390729
PPHLN1,12,42238418,42459715
MFAP5,12,8637346,8672519
CYP3A5,7,99648194,99679997
PARP12,7,140023746,140063344
TSKS,19,49739753,49763306
KRT40,17,40977715,40987135
DAXX,6,33318558,33323259
FUT11,10,73772276,73780251
SCYL1,11,65525072,65538711
SERPINB5,18,63476945,63505085
HINT3,6,125956733,125980244
DIDO1,20,62877738,62937952
ADGRD2,9,124450451,124478589
EGR1,5,138465479,138469303
FAM20C,7,192034,260772
GYPE,4,143870864,143905563
DEFB4A,8,7894677,7896716
MAML3,4,139716753,140154212
MSLN,16,760734,768866
ANKS3,16,4696510,4734378
IRGC,19,43716076,43720021
HEPHL1,11,94021354,94114208
VAMP4,1,171700160,171743206
DPH1,17,2030137,2043898
PREPL,2,44316281,44361862
YPEL1,22,21697536,21735794
ZNF714,19,21077069,21125270
CD81,11,2376166,2397802
IFT122,3,129429607,129520510
RFX6,6,116877212,116932161
IFI27,14,94104836,94116700
RER1,1,2390670,2405444
CLDN18,3,137998735,138033655
NBL1,1,19596979,19658456
APBA1,9,69427532,69672371
SDCBP,8,58552924,58583800
LIPN,10,88759982,88779626
KRTAP10-5,21,44579455,44580604
ZNF680,7,64519878,64563078
ARHGAP9,12,57472262,57488824
GLMP,1,156290089,156295689
WIPF3,7,29806486,29917061
RRP8,11,6595072,6603616
IL32,16,3064301,3082192
ZNF888,19,52904415,52923496
CLNS1A,11,77514936,77637809
WNT8A,5,138083990,138092365
ARL2,11,65014144,65024328
TPD52L3,9,6328375,6331891
ZSCAN18,19,58083834,58118427
DNASE2,19,12875209,12881595
FCRL4,1,157573747,157598085
PSMC6,14,52707156,52728590
OLFML1,11,7485362,7512897
COL6A1,21,45981755,46005050
UTRN,6,144285335,144853034
VIPR1,3,42489299,42537688
CAB39,2,230712822,230821076
CHST11,12,104455295,104762014
CBX1,17,48070052,48101485
MRPL17,11,6680385,6683401
GTF3A,13,27424619,27435823
ACTRT3,3,169765610,169769665
UBE2V2,8,48008410,48064708
ANKLE2,12,132725503,132761832
ADAM2,8,39743735,39838227
ZNF675,19,23525631,23687220
CSHL1,17,63909597,63911341
RAB11FIP4,17,31391675,31538211
QRICH1,3,49029707,49094545
SCYL3,1,169846981,169894267
TRIML1,4,188139441,188147743
HOXD11,2,176104216,176109754
ST6GALNAC2,17,76565377,76586956
DRD1,5,175440027,175444794
OGFOD2,12,122974580,122980043
PITX2,4,110617423,110642123
CYSLTR1,X,78271468,78327691
DTNBP1,6,15522807,15663058
VARS1,6,31777518,31795950
TCF3,19,1609291,1652911
PLCXD1,Y,276322,303358
OR8J3,11,56134721,56140201
SHLD2,10,87094006,87191478
UQCR11,19,1597154,1605500
BCL2L15,1,113876816,113887581
ZNRD2,11,65570459,65573942
OPRPN,4,70397931,70410195
OR52H1,11,5544489,5548540
C11orf42,11,6205557,6211135
SMS,X,21940709,21994837
TIMM21,18,74148512,74160531
ZNF404,19,43872365,43901809
STMND1,6,17102050,17131378
SF3A1,22,30331988,30356919
AIDA,1,222668013,222713210
GCNT1,9,76419850,76651203
TMED3,15,79311109,79427432
NCOR2,12,124324407,124567623
EIF1AX,X,20124525,20141982
CD2BP2,16,30350767,30355308
DNAJC9,10,73183362,73247280
SLITRK2,X,145817819,145829856
GPRIN2,10,46541736,46557569
SLC22A12,11,64590641,64602353
C1QTNF9,13,24307166,24322535
GAGE12B,X,49529869,49529985
SMIM29,6,34246381,34249108
ARHGEF33,2,38889875,38975454
RHCE,1,25362249,25430192
CD47,3,108043091,108091862
OGN,9,92383268,92406734
GANAB,11,62624824,62646726
STMN3,20,63639705,63657682
PXDNL,8,51319577,51809462
GAA,17,80101533,80119881
KCTD18,2,200488956,200519784
SLC6A20,3,45755449,45796591
CD55,1,207321514,207386804
WRN,8,31033779,31176138
DUXB,16,75693893,75701461
ARHGEF39,9,35658875,35675866
TASP1,20,13388891,13638946
LMNTD2,11,554850,560738
HMG20A,15,77419830,77485955
WDR26,1,224385146,224437033
LYN,8,55879825,56014169
PLA2G4B,15,41837775,41848147
BLNK,10,96189171,96272658
PRPF3,1,150321479,150353233
SAP18,13,21140119,21149097
NPBWR2,20,64103802,64107565
MIA3,1,222618090,222668007
MCAM,11,119307972,119321521
ZNF76,6,35258909,35295985
FBXO3,11,33740939,33774543
KCNJ5,11,128890453,128921163
RPL11,1,23691685,23696835
SLC12A5,20,46021690,46060150
SRP9,1,225777699,225790670
UGT1A6,2,233691607,233773300
WASHC2C,10,45727193,45792964
CEACAM18,19,51478539,51491301
CLASP2,3,33496187,33718414
SCARF1,17,1633851,1645753
FOXP1,3,70954693,71584009
CCL13,17,34356480,34358610
ARHGAP31,3,119294352,119420714
GDF9,5,132861181,132866884
C2orf69,2,199911293,199955935
CASP14,19,15049480,15058293
MIEN1,17,39728496,39730555
APOBEC2,6,41053201,41064891
H2AP,X,37990779,37991314
ARHGAP17,16,24919389,25015666
CYP4A22,1,47137419,47149742
FASTKD3,5,7859159,7869055
SIGLEC14,19,51639478,51646825
